"code","90305"
"taluk","Gadag"
"village","GADAG"
"lat","15.42361"
"long","75.62917"
"2007-04-01","19.2"
"2007-05-01","19.02"
"2007-06-01","19.02"
"2007-07-01","16.58"
"2007-08-01","15.7"
"2007-09-01","0"
"2007-10-01","0"
"2007-11-01","0"
"2007-12-01","0"
"2008-04-01",14.68
"2008-05-01",14.68
"2008-06-01",14.68
"2008-07-01",16.77
"2008-08-01",16.7
"2008-09-01",0
"2008-10-01",0
"2008-11-01",0
"2008-12-01",0
"2009-04-01","12.1"
"2009-05-01","16.17"
"2009-06-01","16.17"
"2009-07-01","17.2"
"2009-08-01","17.42"
"2009-09-01","0"
"2009-10-01","0"
"2009-11-01","0"
"2009-12-01","0"
"2010-01-01","6.5"
"2010-02-01","9"
"2010-03-01","11.5"
"2010-04-01","12.1"
"2010-05-01","12.4"
"2010-06-01","12.45"
"2010-07-01","12.2"
"2010-08-01","11.8"
"2010-09-01","11.6"
"2010-10-01","9.8"
"2010-11-01","9.95"
"2010-12-01","9.9"
"2011-01-01","8.75"
"2011-02-01","8.57999992370605"
"2011-03-01","8.80000019073486"
"2011-04-01","8.89999961853027"
"2011-05-01","6.5"
"2011-06-01","6.90000009536743"
"2011-07-01","5.90000009536743"
"2011-08-01","6"
"2011-09-01","6.4"
"2011-10-01","7"
"2011-11-01","7.65000009536743"
"2011-12-01","7.90000009536743"
"2012-01-01","8.39999961853027"
"2012-02-01","8.89999961853027"
"2012-03-01","9.30000019073486"
"2012-04-01","9.5"
"2012-05-01","9.89999961853027"
"2012-06-01","10.1000003814697"
"2012-07-01","10.25"
"2012-08-01","10.3500003814697"
"2012-09-01","10.15"
"2012-10-01","10"
"2012-11-01","10.6999998092651"
"2012-12-01","11.1999998092651"
"2013-01-01","11.8000001907349"
"2013-02-01","12.6000003814697"
"2013-03-01","13.5500001907349"
"2013-04-01","14.5"
"2013-05-01","14.8999996185303"
"2013-06-01","15"
"2013-07-01","17.1000003814697"
"2013-08-01","16.8500003814697"
"2013-09-01","19.1000003814697"
"2013-10-01","19.0499992370605"
"2013-11-01","19.1499996185303"
"2013-12-01","19.3500003814697"
"2014-01-01","19.0599994659424"
"2014-02-01","19.9500007629395"
"2014-03-01","20.3500003814697"
"2014-04-01","21.1200008392334"
"2014-05-01","21.3199996948242"
"2014-06-01","21.2700004577637"
"2014-07-01","20.2000007629395"
"2014-08-01","19.5"
"2014-09-01","19"
"2014-10-01","18.7000007629395"
"2014-11-01","18.7000007629395"
"2014-12-01","18.8999996185303"
"2015-01-01","18.7000007629395"
"2015-02-01","18.8999996185303"
"2015-03-01","19.1499996185303"
"2015-04-01","19.3500003814697"
"2015-05-01","19.5"
"2015-06-01","19.3999996185303"
"2015-07-01","20.6000003814697"
"2015-08-01","19.5"
"2015-09-01","19.6599998474121"
"2015-10-01","18.8999996185303"
"2015-11-01","20.5799999237061"
"2015-12-01","20.6000003814697"
"2016-01-01","19.2000007629395"
"2016-02-01","20"
"2016-03-01","19.4699993133545"
"2016-04-01","19.6"
"2016-05-01","18.72"
"2016-06-01","18.9"
"2016-07-01","15.03"
"2016-08-01","13.25"
"2016-09-01","15.1"
"2016-10-01","13.85"
"2016-11-01","17.35"
"2017-01-01","21.4"
"2017-02-01","21.7"
"2017-03-01","22.48"
"2017-04-01","23.21"
"2017-05-01","24.5"
"2017-06-01",NA
"2017-07-01","24.35"
"2017-08-01","20"
"2017-09-01","16.2"
"2017-10-01","8.2"
"2017-11-01","8.4"
"2017-12-01","8.8"
"2018-01-01","9.1"
"2018-02-01","9"
"2018-03-01","7.1"
"2018-04-01","7.94"
"2018-05-01","7.92"
"2018-06-01","3.97"
"2018-07-01",NA
"2018-08-01",NA
"2018-09-01",NA
"2018-10-01",NA
"2018-11-01",NA
"2018-12-01",NA
